"full_visitor_id","channel_grouping","time","country","city","total_transaction_revenue","transactions","time_on_site_minutes","page_views","session_quality_dim","date","visit_id","type","product_quantity","product_revenue","product_sku","v2_product_category","product_variant","currency_code","transaction_revenue","transaction_id","page_title","page_path_level1","ecommerce_action_type","ecommerce_action_step","ecommerce_action_option","session_id"
"9.44589E+18","Organic Search",0,"United States","Los Angeles",0,0,0,1,0,"2017-01-03",1483485077,"PAGE",0,0,"GGOEYDHJ019399","(not set)","(not set)","USD",0,"","Store search results","/asearch.html",0,1,"",8296
"6.49751E+18","Direct",27553,"Canada","Toronto",0,0,30,4,0,"2016-08-30",1472604931,"PAGE",0,0,"GGOEGOAR021999","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",8261
"2.81772E+18","Direct",122213,"Taiwan","(not set)",0,0,142,7,0,"2016-09-13",1473757371,"PAGE",0,0,"GGOEGAAX0074","Home/Drinkware/","(not set)","USD",0,"","Drinkware","/google+redesign/",0,1,"",52
"9.58051E+18","Affiliates",42246,"Thailand","Bangkok",0,0,323,10,0,"2016-08-30",1472616488,"PAGE",0,0,"GGOEGOCT019199","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",7434
"3.611E+18","Organic Search",1185017,"United States","San Mateo",0,0,3197,17,38,"2017-07-26",1501100673,"PAGE",0,0,"GGOEGCBB074399","Home/Clearance Sale/","(not set)","USD",0,"","Clearance Sale","/store.html",0,1,"",8633
"1.50765E+18","Referral",42263,"United States","Mountain View",0,0,59,4,1,"2017-07-20",1500569188,"PAGE",0,0,"GGOEGAAX0104","(not set)","(not set)","USD",0,"","Store search results","/asearch.html",0,1,"",10094
"8.44243E+18","Direct",282283,"United States","Salem",0,0,553,15,0,"2016-09-23",1474654535,"PAGE",0,0,"GGOEGAAX0597","Home/Apparel/","(not set)","USD",0,"","Apparel","/store.html",0,1,"",3773
"2.15498E+18","Referral",50855,"United States","Mountain View",0,0,51,2,0,"2017-05-21",1495389200,"PAGE",0,0,"GGOENEBD084799","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",0,1,"",192
"3.74123E+18","Direct",28349,"United States","Chicago",0,0,35,5,0,"2016-08-03",1470250539,"PAGE",0,0,"GGOEYDHJ056099","Home/Accessories/Drinkware/","(not set)","USD",0,"","Drinkware","/google+redesign/",0,1,"",559
"5.93899E+18","Direct",17606,"Russia","Moscow",0,0,18,4,0,"2016-09-06",1473174415,"PAGE",0,0,"GGOEGBJR018199","Home/Bags/","(not set)","USD",0,"","Bags","/google+redesign/",0,1,"",622
"5.01039E+18","Direct",89368,"Ukraine","Kiev",0,0,188,11,0,"2016-08-04",1470319072,"PAGE",0,0,"GGOEGAAX0287","Home/Shop by Brand/","(not set)","USD",0,"","Shop by Brand","/google+redesign/",0,1,"",1083
"9.20738E+18","Direct",54674,"Canada","not available in demo dataset",0,0,94,7,0,"2017-04-14",1492236025,"PAGE",0,0,"GGOEGAAX0656","(not set)","(not set)","USD",0,"","Store search results","/asearch.html",0,1,"",1720
"6.35318E+17","Direct",814087,"Taiwan","(not set)",0,0,814,2,0,"2016-08-14",1471161898,"PAGE",0,0,"GGOEGOCB017499","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",2572
"2.3966E+18","Referral",278755,"United States","Mountain View",0,0,795,11,0,"2016-09-05",1473130239,"PAGE",0,0,"GGOEGFKQ020399","Home/Lifestyle/","(not set)","USD",0,"","Lifestyle","/google+redesign/",0,1,"",3416
"3.2447E+18","Referral",6535,"United States","Sunnyvale",0,0,68,7,0,"2016-09-08",1473371696,"PAGE",0,0,"GGOEGCBB074399","Home/Electronics/","(not set)","USD",0,"","Electronics","/google+redesign/",0,1,"",3496
"4.58627E+18","Referral",136252,"Switzerland","Zurich",0,0,390,5,0,"2016-08-04",1470344561,"PAGE",0,0,"GGOEGAAX0331","Home/Apparel/","(not set)","USD",0,"","Apparel","/google+redesign/",0,1,"",3600
"9.73484E+18","Organic Search",0,"Canada","Toronto",0,0,26,2,0,"2016-10-14",1476447512,"PAGE",0,0,"GGOEGAAX0361","(not set)","(not set)","USD",0,"","Store search results","/asearch.html",0,1,"",3982
"3.87963E+18","Organic Search",58188,"United States","New York",0,0,151,6,0,"2016-08-21",1471780519,"PAGE",0,0,"GGOEGESC014699","Home/Electronics/","(not set)","USD",0,"","Electronics","/google+redesign/",0,1,"",4559
"1.82415E+18","Referral",41197,"Ireland","Dublin",0,0,41,5,0,"2016-08-03",1470219068,"PAGE",0,0,"GGOEGPJC203399","Home/Lifestyle/","(not set)","USD",0,"","Lifestyle","/google+redesign/",0,1,"",5315
"8.27627E+18","Direct",288443,"United States","not available in demo dataset",0,0,288,10,0,"2016-08-04",1470317968,"PAGE",0,0,"GGOEGFKQ020399","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",5796
"4.46358E+18","Organic Search",0,"United States","New York",0,0,88,4,0,"2016-08-11",1470974182,"PAGE",0,0,"GGOEGBRA037499","Home/Limited Supply/Bags/","(not set)","USD",0,"","Bags","/google+redesign/",0,1,"",6232
"6.82086E+18","Organic Search",29278,"United States","Mountain View",0,0,29,4,0,"2016-09-13",1473780538,"PAGE",0,0,"GGOEGAAX0574","Home/Apparel/Men's/","(not set)","USD",0,"","Men's","/store.html",0,1,"",7591
"1.71862E+18","Display",34295,"United States","Mountain View",0,0,107,7,0,"2016-08-04",1470349168,"PAGE",0,0,"GGOEGEFR024199","Home/Electronics/","(not set)","USD",0,"","Electronics","/google+redesign/",0,1,"",8078
"9.699E+18","Referral",8750,"United States","Mountain View",0,0,288,15,0,"2016-09-07",1473289807,"PAGE",0,0,"GGOEGAAX0282","Home/Apparel/Women's/","(not set)","USD",0,"","Women's","/google+redesign/",0,1,"",8751
"2.99188E+18","Direct",26249,"United States","New York",0,0,31,4,0,"2016-08-17",1471449672,"PAGE",0,0,"GGOEGAAX0319","Home/Apparel/","(not set)","USD",0,"","Apparel","/google+redesign/",0,1,"",9105
"1.72898E+18","Organic Search",0,"United States","Chicago",0,0,0,1,0,"2017-06-01",1496341490,"PAGE",0,0,"9182575","(not set)","(not set)","USD",0,"","Google Flashlight","/google+redesign/",0,1,"",9438
"2.92925E+17","Referral",9190,"United States","Mountain View",0,0,9,2,0,"2017-01-04",1483575602,"PAGE",0,0,"GGOENEBQ079199","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",0,1,"",9688
"8.76362E+17","Referral",25805,"United States","San Francisco",0,0,26,3,0,"2016-09-07",1473284240,"PAGE",0,0,"GGOEGESB015099","Home/Electronics/","(not set)","USD",0,"","Electronics","/google+redesign/",0,1,"",10688
"5.12669E+18","Paid Search",32558,"United States","New York",0,0,125,7,0,"2017-02-11",1486872772,"PAGE",0,0,"9182575","(not set)","(not set)","USD",0,"","Google Twill Cap","/google+redesign/",0,1,"",11008
"4.86361E+18","Direct",71580,"United States","not available in demo dataset",0,0,73,6,0,"2016-09-07",1473294224,"PAGE",0,0,"GGOEGAAX0288","Home/Apparel/","(not set)","USD",0,"","Apparel","/store.html",0,1,"",11178
"7.10458E+16","Direct",0,"Canada","not available in demo dataset",0,0,11,2,0,"2016-11-18",1479495223,"PAGE",0,0,"GGOENEBQ078999","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",0,1,"",12181
"3.15017E+17","Direct",133061,"United States","New York",0,0,133,6,0,"2016-08-30",1472588880,"PAGE",0,0,"GGOEGBMC056599","Home/Office/","(not set)","USD",0,"","Office","/store.html",0,1,"",12394
"4.3845E+18","Referral",0,"United States","New York",0,0,0,1,0,"2016-11-15",1479235754,"PAGE",0,0,"GGOENEBQ079199","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",0,1,"",2475
"5.21562E+18","Direct",0,"Israel","Tel Aviv-Yafo",0,0,0,1,0,"2016-09-02",1472847168,"PAGE",0,0,"GGOEGAAX0168","Home/Lifestyle/","(not set)","USD",0,"","Lifestyle","/google+redesign/",0,1,"",3284
"3.71E+18","Organic Search",0,"United States","Sunnyvale",0,0,0,1,0,"2016-08-05",1470432263,"PAGE",0,0,"GGOEGAAX0323","Home/Apparel/Men's/","(not set)","USD",0,"","Men's","/google+redesign/",0,1,"",5446
"8.55098E+17","Organic Search",0,"Indonesia","Jakarta",0,0,0,1,0,"2016-09-28",1475047023,"PAGE",0,0,"GGOEGKWR060810","Home/Shop by Brand/","(not set)","USD",0,"","Shop by Brand","/google+redesign/",0,1,"",4642
"6.85549E+18","Direct",0,"United States","not available in demo dataset",0,0,0,1,0,"2016-08-21",1471809022,"PAGE",0,0,"GGOEGAAX0579","Home/Apparel/","(not set)","USD",0,"","Apparel","/store.html",0,1,"",5250
"8.81501E+18","Referral",0,"United States","Mountain View",0,0,0,1,0,"2017-03-29",1490827707,"PAGE",0,0,"GGOENEBQ079099","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",0,1,"",8023
"7.68482E+18","Direct",0,"Canada","Montreal",0,0,0,1,0,"2016-09-06",1473176175,"PAGE",0,0,"GGOEGBMC056599","Home/Bags/","(not set)","USD",0,"","Bags","/google+redesign/",0,1,"",1
"9.11447E+17","Organic Search",0,"United States","New York",0,0,0,1,0,"2017-06-08",1496963192,"PAGE",0,0,"GGOEGCKQ013199","Lifestyle/","(not set)","USD",0,"","Lifestyle","/google+redesign/",0,1,"",9505
"6.1485E+18","Paid Search",0,"United States","not available in demo dataset",0,0,0,1,0,"2016-10-06",1475797331,"PAGE",0,0,"GGOEGAAX0360","Home/Apparel/","(not set)","USD",0,"","Apparel","/google+redesign/",0,1,"",9824
"1.66881E+17","Direct",0,"United States","not available in demo dataset",0,0,0,1,0,"2016-08-22",1471863408,"PAGE",0,0,"GGOEGFYQ016599","Home/Lifestyle/Fun/","(not set)","USD",0,"","Fun","/google+redesign/",0,1,"",12658
"2.98912E+18","Referral",0,"Canada","Mississauga",0,0,510,6,0,"2016-08-29",1472520714,"PAGE",0,0,"GGOEGBJC019999","Home/Bags/","(not set)","USD",0,"","Bags","/google+redesign/",0,1,"",828
"3.26303E+18","Direct",10897,"United States","Cambridge",0,0,61,5,0,"2016-09-22",1474600149,"PAGE",0,0,"GGOEAHPA004110","Home/Apparel/","(not set)","USD",0,"","Apparel","/google+redesign/",0,1,"",10250
"9.58386E+18","Direct",53113,"United States","New York",0,0,53,3,0,"2016-08-15",1471269480,"PAGE",0,0,"GGOEGOXQ016399","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",10251
"1.7111E+18","Affiliates",47836,"Ireland","Dublin",0,0,48,3,0,"2016-08-14",1471199298,"PAGE",0,0,"GGOEGEVB070899","Home/Electronics/","(not set)","USD",0,"","Electronics","/google+redesign/",0,1,"",13782
"6.57671E+18","Organic Search",67081,"United States","Dallas",0,0,502,15,37,"2017-07-14",1500096100,"EVENT",1,0,"GGOEYOLR018699","Home/Shop by Brand/YouTube/","(not set)","USD",0,"","YouTube | Shop by Brand | Google Merchandise Store","/google+redesign/",3,1,"",895
"8.64944E+18","Direct",41683,"United States","(not set)",0,0,115,11,9,"2017-07-09",1499637786,"EVENT",1,0,"GGOEAHPA004110","${escCatTitle}","(not set)","USD",0,"","Android Wool Heather Cap Heather/Black","/google+redesign/",3,1,"",5981
"7.1303E+18","Referral",10901,"Brazil","Sao Paulo",0,0,11,2,0,"2016-08-12",1471023499,"PAGE",0,0,"GGOEGOAR021999","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",15064
"2.19448E+18","Referral",23878,"United States","Mountain View",0,0,24,1,1,"2017-07-18",1500379077,"EVENT",1,0,"GGOEGAAX0606","${escCatTitle}","(not set)","USD",0,"","Google Women's Convertible Vest-Jacket Black","/google+redesign/",3,1,"",13132
"8.71199E+17","Organic Search",26670,"United States","Houston",0,0,27,1,1,"2017-07-15",1500150041,"EVENT",2,0,"GGOEGAAX0037","${escCatTitle}","(not set)","USD",0,"","The Google Merchandise Store/Malibu Sunglasses","/google+redesign/",3,1,"",14511
"4.78791E+18","Organic Search",44633,"Japan","Minato",0,0,71,7,0,"2016-08-08",1470721200,"PAGE",0,0,"GGOEYOLR018699","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",414
"5.98279E+18","Direct",11091,"Finland","not available in demo dataset",0,0,18,2,0,"2016-10-10",1476095113,"EVENT",1,0,"GGOEGFKQ020399","${escCatTitle}","(not set)","USD",0,"","Google Laptop and Cell Phone Stickers","/google+redesign/",3,1,"",909
"2.45777E+17","Direct",16534,"Spain","Madrid",0,0,148,6,0,"2017-03-28",1490740233,"EVENT",10,0,"GGOEWAEA083899","${escCatTitle}","(not set)","USD",0,"","Waze Dress Socks","/google+redesign/",3,1,"",989
"5.56143E+18","Organic Search",356977,"Argentina","not available in demo dataset",0,0,478,25,0,"2016-10-20",1476995765,"EVENT",1,0,"GGOEGBRJ037299","Home/Bags/Backpacks/","(not set)","USD",0,"","Backpacks | Bags | Google Merchandise Store","/google+redesign/",3,1,"",1053
"2.38216E+17","Referral",45253,"United States","Sunnyvale",0,0,59,4,0,"2017-06-18",1497834722,"EVENT",1,0,"GGOENEBQ078999","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",3,1,"",1139
"9.1278E+18","Organic Search",26006,"United States","Los Angeles",0,0,33,4,0,"2016-12-04",1480886621,"EVENT",1,0,"GGOEGAAX0362","Home/Apparel/Men's/Men's-Outerwear/","(not set)","USD",0,"","Men's Outerwear | Apparel | Google Merchandise Store","/google+redesign/",3,1,"",1556
"6.22619E+18","Organic Search",0,"France","Nice",0,0,111,3,0,"2016-09-15",1473946338,"PAGE",0,0,"GGOEGDHC017999","Home/Drinkware/","(not set)","USD",0,"","Drinkware","/google+redesign/",0,1,"",1827
"3.42466E+18","Affiliates",24186,"United States","not available in demo dataset",0,0,33,5,0,"2017-03-09",1489075343,"EVENT",1,0,"GGOEGAAX0331","Home/Apparel/Men's/","(not set)","USD",0,"","Men's Apparel | Google Merchandise Store","/google+redesign/",3,1,"",1932
"1.34888E+18","Direct",21785,"United States","Seattle",0,0,123,3,0,"2016-09-21",1474494935,"PAGE",0,0,"GGOEGAAX0104","Home/Shop by Brand/Google/","(not set)","USD",0,"","Google","/google+redesign/",0,1,"",2137
"3.75273E+16","Direct",13338,"United States","Sunnyvale",0,0,36,5,0,"2016-09-18",1474222583,"PAGE",0,0,"GGOEGAAX0316","Home/Shop by Brand/Android/","(not set)","USD",0,"","Android","/google+redesign/",0,1,"",2590
"2.2672E+18","Direct",0,"Bangladesh","(not set)",0,0,11,3,0,"2016-08-18",1471564012,"PAGE",0,0,"GGOEGCBC074299","Home/Shop by Brand/Google/","(not set)","USD",0,"","Google","/google+redesign/",0,1,"",3057
"5.0121E+18","Organic Search",61913,"United States","Santa Clara",0,0,126,5,0,"2016-09-06",1473172157,"PAGE",0,0,"GGOEGAAX0279","(not set)","(not set)","USD",0,"","Store search results","/asearch.html",0,1,"",3215
"8.95662E+17","Organic Search",90807,"United States","New York",0,0,138,4,0,"2016-12-22",1482465673,"EVENT",1,0,"GGOEGAAX0317","Home/Shop by Brand/YouTube/","(not set)","USD",0,"","YouTube | Shop by Brand | Google Merchandise Store","/google+redesign/",3,1,"",3301
"8.44473E+18","Referral",700092,"United States","Atlanta",742,1,865,20,0,"2016-12-13",1481645890,"PAGE",4,0,"GGOEGBJR018199","Bags","Single Option Only","USD",0,"","Checkout Your Information","/yourinfo.html",5,1,"Billing and Shipping",981
"6.66626E+17","Organic Search",47111,"United States","New York",0,0,47,3,1,"2017-07-31",1501519405,"PAGE",0,0,"9182765","(not set)","(not set)","USD",0,"","Android Stretch Fit Hat","/google+redesign/",0,1,"",14915
"7.23055E+18","Organic Search",91972,"Canada","not available in demo dataset",0,0,228,11,0,"2017-04-10",1491864008,"EVENT",1,0,"GGOEGOAB016099","${escCatTitle}","(not set)","USD",0,"","Leather and Metal Ballpoint Pen","/google+redesign/",3,1,"",3446
"1.70453E+18","Direct",35362,"United States","Mountain View",0,0,581,13,0,"2016-12-08",1481233332,"EVENT",1,0,"GGOENEBJ079499","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",3,1,"",3631
"9.5038E+18","Referral",108977,"United States","New York",0,0,128,7,0,"2017-01-20",1484937801,"EVENT",1,0,"GGOEGAAX0104","Home/Apparel/Men's/","(not set)","USD",0,"","Men's Apparel | Google Merchandise Store","/google+redesign/",3,1,"",3763
"5.10466E+18","Organic Search",0,"Malaysia","Kuala Lumpur",0,0,0,1,1,"2017-07-21",1500635090,"PAGE",0,0,"GGOEGBPB021199","Home/Bags/","(not set)","USD",0,"","Bags | Google Merchandise Store","/google+redesign/",0,1,"",665
"3.48382E+18","Organic Search",66255,"United States","Sunnyvale",0,0,144,6,0,"2016-08-26",1472239393,"PAGE",0,0,"GGOEGAAX0280","Home/Apparel/Women's/","(not set)","USD",0,"","Women's","/google+redesign/",0,1,"",4059
"9.08151E+18","Referral",41783,"United Kingdom","London",0,0,268,4,0,"2017-05-05",1493971782,"PAGE",0,0,"GGOEGAAX0573","(not set)","(not set)","USD",0,"","Store search results","/asearch.html",0,1,"",4707
"3.97857E+18","Organic Search",77121,"Ireland","Dublin",0,0,95,7,0,"2017-05-17",1495075529,"EVENT",1,0,"GGOEGBRB013899","Home/Bags/","(not set)","USD",0,"","Bags | Google Merchandise Store","/google+redesign/",3,1,"",4889
"7.01359E+18","Organic Search",116968,"United States","Sunnyvale",0,0,233,17,0,"2016-09-22",1474596538,"PAGE",0,0,"GGOEGAAX0302","Home/Shop by Brand/Android/","(not set)","USD",0,"","Android","/store.html",0,1,"",10788
"6.28512E+18","Paid Search",6499,"United States","Seattle",0,0,87,5,0,"2016-09-23",1474695133,"PAGE",0,0,"GGOEGAAX0617","Home/Shop by Brand/Android/","(not set)","USD",0,"","Android","/google+redesign/",0,1,"",5405
"9.19478E+18","Referral",8809,"United States","Mountain View",0,0,49,5,0,"2017-06-01",1496346895,"PAGE",0,0,"GGOENEBB078899","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",0,1,"",5508
"6.23579E+18","Organic Search",43392,"Brazil","not available in demo dataset",0,0,43,3,0,"2016-09-21",1474485900,"PAGE",0,0,"GGOEGOLC014299","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",3017
"3.74123E+18","Direct",6773,"United States","Chicago",0,0,35,5,0,"2016-08-03",1470250539,"PAGE",0,0,"GGOEGAAX0321","Home/Apparel/Men's/Men's-T-Shirts/","(not set)","USD",0,"","Men's-T-Shirts","/google+redesign/",0,1,"",3304
"8.68095E+16","Direct",3022,"United States","Chicago",0,0,13,3,0,"2016-08-03",1470275617,"PAGE",0,0,"GGOEGAAX0287","Home/Apparel/","(not set)","USD",0,"","Apparel","/google+redesign/",0,1,"",3514
"6.89097E+17","Organic Search",235976,"Argentina","Buenos Aires",0,0,283,5,0,"2016-08-26",1472240145,"PAGE",0,0,"GGOEGBMJ013399","Home/Lifestyle/","(not set)","USD",0,"","Lifestyle","/google+redesign/",0,1,"",5
"2.84597E+18","Organic Search",104029,"United States","San Francisco",0,0,104,7,0,"2016-09-17",1474137380,"PAGE",0,0,"GGOEGOAB016099","Home/Office/","(not set)","USD",0,"","Office","/google+redesign/",0,1,"",6551
"2.60422E+18","Organic Search",207328,"United States","Mountain View",0,0,207,6,0,"2016-09-21",1474475387,"PAGE",0,0,"GGOEGHPA002910","Home/Shop by Brand/Google/","(not set)","USD",0,"","Google","/google+redesign/",0,1,"",6767
"6.1497E+18","Organic Search",120408,"United States","Washington",0,0,182,9,0,"2016-08-15",1471277337,"PAGE",0,0,"GGOEGAAX0583","Home/Shop by Brand/Google/","(not set)","USD",0,"","Google","/store.html",0,1,"",6814
"4.36819E+18","Paid Search",453886,"United States","Ann Arbor",0,0,989,4,0,"2017-05-10",1494425407,"EVENT",1,0,"GGOEGAAX0338","Home/Apparel/Men's/Men's-T-Shirts/","(not set)","USD",0,"","Men's T-Shirts | Apparel | Google Merchandise Store","/google+redesign/",3,1,"",6972
"8.08528E+16","Organic Search",43731,"India","Mumbai",0,0,109,5,0,"2016-08-15",1471257533,"PAGE",0,0,"GGOEGAAX0346","Home/Brands/YouTube/","(not set)","USD",0,"","YouTube","/google+redesign/",0,1,"",6
"3.4217E+18","Referral",1302923,"United States","Mountain View",0,0,1312,3,0,"2017-01-18",1484772827,"EVENT",1,0,"GGOENEBB079399","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",3,1,"",7962
"6.69107E+17","Referral",22529,"United States","not available in demo dataset",0,0,27,3,0,"2017-02-28",1488297798,"EVENT",1,0,"GGOENEBQ078999","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",3,1,"",8007
"5.03885E+18","Referral",35054,"United States","New York",0,0,43,4,0,"2017-06-01",1496320566,"EVENT",2,0,"GGOENEBQ079199","Home/Nest/Nest-USA/","(not set)","USD",0,"","Nest-USA","/google+redesign/",3,1,"",8045
"5.96151E+18","Organic Search",99678,"United States","Mountain View",16,1,174,10,0,"2017-05-16",1494979981,"PAGE",1,0,"GGOEGAAJ080616","Apparel"," XL","USD",0,"","Checkout Your Information","/yourinfo.html",5,1,"Billing and Shipping",5892
